Time,LogSeconds,LogMilliseconds,DelayLevelInPercentage,ECU_ON_Injector_Microseconds,ComputedDelayToAddInMicroseconds,DelayAddedInMicroseconds,OnInjectorMicroseconds,OffInjectorMicroseconds,WarningCount,RPMs,NewInjectorDutyCycle (%),EcuInjectorDutyCycle (%)
15:15:21,283,49,12,8800,1000,1100,9900,11800,0,5797,45.62211982,40.55299539
15:15:21,283,70,12,8800,1000,1100,9900,11800,0,5825,45.62211982,40.55299539
15:15:21,283,90,12,8900,1000,1100,10000,11500,0,5825,46.51162791,41.39534884
15:15:21,283,110,12,8900,1000,1100,10000,11600,0,5882,46.2962963,41.2037037
15:15:21,283,131,12,8900,1000,1100,10000,11700,0,5853,46.08294931,41.01382488
15:15:21,283,151,12,9000,1000,1100,10100,11700,0,5825,46.33027523,41.28440367
15:15:21,283,170,12,9100,1000,1100,10200,11300,0,5797,47.44186047,42.3255814
15:15:21,283,192,12,9200,1100,1200,10400,11600,0,5882,47.27272727,41.81818182
15:15:21,283,213,12,9300,1100,1200,10500,11400,0,5769,47.94520548,42.46575342
15:15:21,283,233,12,9500,1100,1200,10700,11200,0,5797,48.85844749,43.37899543
15:15:21,283,253,12,9500,1100,1200,10700,10500,0,5797,50.47169811,44.81132075
15:15:21,283,273,12,9500,1100,1200,10700,10800,0,6000,49.76744186,44.18604651
15:15:21,283,293,12,9500,1100,1200,10700,10800,0,5911,49.76744186,44.18604651
15:15:21,283,314,12,9500,1100,1200,10700,10800,0,5911,49.76744186,44.18604651
15:15:21,283,334,12,9500,1100,1200,10700,10900,0,5911,49.53703704,43.98148148
15:15:21,283,354,12,9500,1100,1200,10700,10900,0,5882,49.53703704,43.98148148
15:15:21,283,375,12,9500,1100,1200,10700,11000,0,5882,49.30875576,43.77880184
15:15:21,283,395,12,9500,1100,1200,10700,10900,0,5853,49.53703704,43.98148148
15:15:21,283,415,12,9500,1100,1200,10700,10800,0,5882,49.76744186,44.18604651
15:15:21,283,434,12,9500,1100,1200,10700,10700,0,5911,50,44.39252336
15:15:21,283,454,12,9600,1100,1200,10800,10700,0,5940,50.23255814,44.65116279
15:15:21,283,475,12,9500,1100,1200,10700,10600,0,5911,50.23474178,44.60093897
15:15:21,283,494,12,9600,1100,1200,10800,10700,0,5970,50.23255814,44.65116279
15:15:21,283,515,12,9600,1100,1200,10800,10700,0,5911,50.23255814,44.65116279
15:15:21,283,536,12,9600,1100,1200,10800,10700,0,5911,50.23255814,44.65116279
15:15:21,283,556,12,9600,1100,1200,10800,10800,0,5911,50,44.44444444
15:15:21,283,576,12,9600,1100,1200,10800,10700,0,5882,50.23255814,44.65116279
15:15:21,283,595,12,9600,1100,1200,10800,10600,0,5911,50.46728972,44.85981308
15:15:21,283,616,12,9600,1100,1200,10800,10000,0,5940,51.92307692,46.15384615
15:15:21,283,635,12,9600,1100,1200,10800,10300,0,6122,51.18483412,45.49763033
15:15:21,283,655,12,9600,1100,1200,10800,10300,0,6030,51.18483412,45.49763033
15:15:21,283,675,12,9600,1100,1200,10800,10300,0,6030,51.18483412,45.49763033
15:15:21,283,695,12,9600,1100,1200,10800,10300,0,6030,51.18483412,45.49763033
15:15:21,283,715,12,9700,1100,1200,10900,10400,0,6030,51.17370892,45.5399061
15:15:21,283,735,12,9700,1100,1200,10900,10800,0,5970,50.23041475,44.70046083
15:15:21,283,755,12,9700,1100,1200,10900,10000,0,5853,52.15311005,46.41148325
15:15:21,283,775,12,9700,1100,1200,10900,10400,0,6091,51.17370892,45.5399061
15:15:21,283,795,12,9700,1100,1200,10900,10400,0,5970,51.17370892,45.5399061
15:15:21,283,814,12,9700,1100,1200,10900,10000,0,5970,52.15311005,46.41148325
15:15:21,283,834,12,9700,1100,1200,10900,10100,0,6091,51.9047619,46.19047619
15:15:21,283,854,12,9700,1100,1200,10900,10000,0,6060,52.15311005,46.41148325
15:15:21,283,873,12,9700,1100,1200,10900,10000,0,6091,52.15311005,46.41148325
15:15:21,283,893,12,9700,1100,1200,10900,10100,0,6091,51.9047619,46.19047619
15:15:21,283,913,12,9800,1100,1200,11000,10100,0,6060,52.13270142,46.44549763
15:15:21,283,932,12,9800,1100,1200,11000,10100,0,6030,52.13270142,46.44549763
15:15:21,283,952,12,9800,1100,1200,11000,10100,0,6030,52.13270142,46.44549763
15:15:21,283,972,12,9800,1100,1200,11000,10100,0,6030,52.13270142,46.44549763
15:15:21,283,992,12,9800,1100,1200,11000,10100,0,6030,52.13270142,46.44549763
15:15:22,284,12,12,9800,1100,1200,11000,10100,0,6030,52.13270142,46.44549763
15:15:22,284,31,12,9700,1100,1200,10900,10000,0,6030,52.15311005,46.41148325
15:15:22,284,51,12,9700,1100,1200,10900,10000,0,6091,52.15311005,46.41148325
15:15:22,284,70,12,9700,1100,1200,10900,9500,0,6091,53.43137255,47.54901961
15:15:22,284,89,12,9700,1100,1200,10900,9900,0,6250,52.40384615,46.63461538
15:15:22,284,109,12,9700,1100,1200,10900,9900,0,6122,52.40384615,46.63461538
15:15:22,284,129,12,9700,1100,1200,10900,10300,0,6122,51.41509434,45.75471698
15:15:22,284,148,12,9700,1100,1200,10900,9900,0,6000,52.40384615,46.63461538
15:15:22,284,166,12,9700,1100,1200,10900,9800,0,6122,52.65700483,46.85990338
15:15:22,284,187,12,9700,1100,1200,10900,9800,0,6153,52.65700483,46.85990338
15:15:22,284,206,12,9700,1100,1200,10900,9700,0,6153,52.91262136,47.08737864
15:15:22,284,225,12,9700,1100,1200,10900,9200,0,6185,54.22885572,48.25870647
15:15:22,284,244,12,9700,1100,1200,10900,9500,0,6349,53.43137255,47.54901961
15:15:22,284,263,12,9700,1100,1200,10900,9600,0,6250,53.17073171,47.31707317
15:15:22,284,282,12,9700,1100,1200,10900,9500,0,6217,53.43137255,47.54901961
15:15:22,284,301,12,9800,1100,1200,11000,9600,0,6250,53.39805825,47.57281553
15:15:22,284,320,12,9800,1100,1200,11000,9500,0,6185,53.65853659,47.80487805
15:15:22,284,340,12,9800,1100,1200,11000,9500,0,6217,53.65853659,47.80487805
15:15:22,284,359,12,9800,1100,1200,11000,9500,0,6217,53.65853659,47.80487805
15:15:22,284,378,12,9800,1100,1200,11000,9300,0,6217,54.18719212,48.27586207
15:15:22,284,397,12,9900,1100,1200,11100,9300,0,6282,54.41176471,48.52941176
15:15:22,284,416,12,9900,1100,1200,11100,9200,0,6250,54.67980296,48.76847291
15:15:22,284,434,12,9900,1100,1200,11100,9100,0,6282,54.95049505,49.00990099
15:15:22,284,453,12,9900,1100,1200,11100,9200,0,6315,54.67980296,48.76847291
15:15:22,284,473,12,9900,1100,1200,11100,9300,0,6282,54.41176471,48.52941176
15:15:22,284,492,12,9900,1100,1200,11100,9300,0,6250,54.41176471,48.52941176
15:15:22,284,511,12,9900,1100,1200,11100,9400,0,6250,54.14634146,48.29268293
15:15:22,284,529,12,10000,1200,1300,11300,8700,0,6217,56.5,50
15:15:22,284,548,12,10000,1200,1300,11300,9000,0,6417,55.66502463,49.26108374
15:15:22,284,567,12,10000,1200,1300,11300,8900,0,6315,55.94059406,49.5049505
15:15:22,284,586,12,10000,1200,1300,11300,8800,0,6349,56.21890547,49.75124378
15:15:22,284,605,12,10000,1200,1300,11300,8800,0,6382,56.21890547,49.75124378
15:15:22,284,623,12,10000,1200,1300,11300,8800,0,6382,56.21890547,49.75124378
15:15:22,284,642,12,10100,1200,1300,11400,8900,0,6382,56.15763547,49.75369458
15:15:22,284,661,12,10100,1200,1300,11400,8900,0,6315,56.15763547,49.75369458
15:15:22,284,680,12,10100,1200,1300,11400,9000,0,6315,55.88235294,49.50980392
15:15:22,284,699,12,10100,1200,1300,11400,8900,0,6282,56.15763547,49.75369458
15:15:22,284,718,12,10100,1200,1300,11400,8900,0,6315,56.15763547,49.75369458
15:15:22,284,736,12,10100,1200,1300,11400,8800,0,6315,56.43564356,50
15:15:22,284,755,12,10100,1200,1300,11400,8700,0,6349,56.71641791,50.24875622
15:15:22,284,774,12,10100,1200,1300,11400,8700,0,6382,56.71641791,50.24875622
15:15:22,284,792,12,10100,1200,1300,11400,8700,0,6382,56.71641791,50.24875622
15:15:22,284,811,12,10000,1200,1300,11300,8800,0,6382,56.21890547,49.75124378
15:15:22,284,829,12,9900,1100,1200,11100,8600,0,6382,56.34517766,50.25380711
15:15:22,284,848,12,9900,1100,1200,11100,8600,0,6486,56.34517766,50.25380711
15:15:22,284,866,12,9900,1100,1200,11100,8600,0,6486,56.34517766,50.25380711
15:15:22,284,884,12,9900,1100,1200,11100,8600,0,6486,56.34517766,50.25380711
15:15:22,284,902,12,9900,1100,1200,11100,8600,0,6486,56.34517766,50.25380711
15:15:22,284,921,12,9900,1100,1200,11100,8100,0,6486,57.8125,51.5625
15:15:22,284,941,12,11300,1300,1400,12700,8600,0,6666,59.62441315,53.05164319
15:15:22,284,957,12,10200,1200,1300,11500,6500,0,6030,63.88888889,56.66666667
15:15:22,284,977,12,10200,1200,1300,11500,9400,0,7185,55.02392344,48.80382775
15:15:22,284,996,12,10100,1200,1300,11400,9200,0,6122,55.33980583,49.02912621
15:15:23,285,15,12,10100,1200,1300,11400,8900,0,6217,56.15763547,49.75369458
15:15:23,285,32,12,10100,1200,1300,11400,8800,0,6315,56.43564356,50
15:15:23,285,51,12,10100,1200,1300,11400,8700,0,6349,56.71641791,50.24875622
15:15:23,285,71,12,10000,1200,1300,11300,8700,0,6382,56.5,50
15:15:23,285,87,12,9900,1100,1200,11100,8100,0,6417,57.8125,51.5625
15:15:23,285,107,12,9700,1100,1200,10900,8800,0,6666,55.32994924,49.23857868
15:15:23,285,125,12,9800,1100,1200,11000,8600,0,6486,56.12244898,50
15:15:23,285,143,12,10000,1200,1300,11300,8000,0,6521,58.5492228,51.8134715
15:15:23,285,160,12,11100,1300,1400,12500,7100,0,6666,63.7755102,56.63265306
15:15:23,285,178,12,10000,1200,1300,11300,8500,0,6593,57.07070707,50.50505051
15:15:23,285,198,12,10000,1200,1300,11300,8900,0,6486,55.94059406,49.5049505
15:15:23,285,217,12,10000,1200,1300,11300,8600,0,6349,56.7839196,50.25125628
15:15:23,285,234,12,10000,1200,1300,11300,8600,0,6451,56.7839196,50.25125628
15:15:23,285,254,12,10000,1200,1300,11300,8500,0,6451,57.07070707,50.50505051
15:15:23,285,271,12,10000,1200,1300,11300,8000,0,6486,58.5492228,51.8134715
15:15:23,285,290,12,10000,1200,1300,11300,8300,0,6666,57.65306122,51.02040816
15:15:23,285,308,12,10000,1200,1300,11300,8300,0,6557,57.65306122,51.02040816
15:15:23,285,326,12,10000,1200,1300,11300,8300,0,6557,57.65306122,51.02040816
15:15:23,285,344,12,10000,1200,1300,11300,8300,0,6557,57.65306122,51.02040816
15:15:23,285,362,12,10000,1200,1300,11300,8300,0,6557,57.65306122,51.02040816
15:15:23,285,381,12,10000,1200,1300,11300,8400,0,6557,57.36040609,50.76142132
15:15:23,285,398,12,10000,1200,1300,11300,8500,0,6521,57.07070707,50.50505051
15:15:23,285,417,12,10000,1200,1300,11300,8500,0,6486,57.07070707,50.50505051
15:15:23,285,436,12,10000,1200,1300,11300,8400,0,6486,57.36040609,50.76142132
15:15:23,285,453,12,10100,1200,1300,11400,8200,0,6521,58.16326531,51.53061224
15:15:23,285,472,12,10100,1200,1300,11400,8200,0,6557,58.16326531,51.53061224
15:15:23,285,490,12,10100,1200,1300,11400,8100,0,6557,58.46153846,51.79487179
15:15:23,285,508,12,10100,1200,1300,11400,8100,0,6593,58.46153846,51.79487179
15:15:23,285,526,12,10200,1200,1300,11500,8000,0,6593,58.97435897,52.30769231
15:15:23,285,544,12,10200,1200,1300,11500,8000,0,6593,58.97435897,52.30769231
15:15:23,285,563,12,10300,1200,1300,11600,8000,0,6593,59.18367347,52.55102041
15:15:23,285,581,12,10300,1200,1300,11600,8000,0,6557,59.18367347,52.55102041
15:15:23,285,599,12,10300,1200,1300,11600,7900,0,6557,59.48717949,52.82051282
15:15:23,285,617,12,10300,1200,1300,11600,7900,0,6593,59.48717949,52.82051282
15:15:23,285,634,12,10300,1200,1300,11600,7500,0,6593,60.73298429,53.92670157
15:15:23,285,651,12,10300,1200,1300,11600,7800,0,6741,59.79381443,53.09278351
15:15:23,285,670,12,10300,1200,1300,11600,7800,0,6629,59.79381443,53.09278351
15:15:23,285,688,12,10300,1200,1300,11600,7800,0,6629,59.79381443,53.09278351
15:15:23,285,706,12,10300,1200,1300,11600,7800,0,6629,59.79381443,53.09278351
15:15:23,285,724,12,10400,1200,1300,11700,7800,0,6629,60,53.33333333
15:15:23,285,742,12,10400,1200,1300,11700,7700,0,6593,60.30927835,53.60824742
15:15:23,285,760,12,10400,1200,1300,11700,7700,0,6629,60.30927835,53.60824742
15:15:23,285,778,12,10400,1200,1300,11700,7700,0,6629,60.30927835,53.60824742
15:15:23,285,796,12,10400,1200,1300,11700,7600,0,6629,60.62176166,53.88601036
15:15:23,285,814,12,10400,1200,1300,11700,7600,0,6666,60.62176166,53.88601036
15:15:23,285,832,12,10400,1200,1300,11700,7600,0,6666,60.62176166,53.88601036
15:15:23,285,850,12,10400,1200,1300,11700,7500,0,6666,60.9375,54.16666667
15:15:23,285,868,12,10400,1200,1300,11700,7500,0,6703,60.9375,54.16666667
15:15:23,285,885,12,10400,1200,1300,11700,7600,0,6703,60.62176166,53.88601036
15:15:23,285,902,12,10400,1200,1300,11700,7600,0,6666,60.62176166,53.88601036
15:15:23,285,921,12,10400,1200,1300,11700,7600,0,6666,60.62176166,53.88601036
15:15:23,285,939,12,10400,1200,1300,11700,7600,0,6666,60.62176166,53.88601036
15:15:23,285,957,12,10500,1200,1300,11800,7600,0,6666,60.82474227,54.12371134
15:15:23,285,975,12,10400,1200,1300,11700,7500,0,6629,60.9375,54.16666667
15:15:23,285,993,12,10400,1200,1300,11700,7500,0,6703,60.9375,54.16666667
15:15:24,286,9,12,10500,1200,1300,11800,7400,0,6703,61.45833333,54.6875
15:15:24,286,27,12,10500,1200,1300,11800,7400,0,6703,61.45833333,54.6875
15:15:24,286,46,12,10500,1200,1300,11800,7300,0,6703,61.78010471,54.97382199
15:15:24,286,64,12,10500,1200,1300,11800,7400,0,6741,61.45833333,54.6875
15:15:24,286,81,12,10500,1200,1300,11800,7300,0,6703,61.78010471,54.97382199
15:15:24,286,99,12,10500,1200,1300,11800,7400,0,6741,61.45833333,54.6875
15:15:24,286,117,12,10400,1200,1300,11700,7400,0,6703,61.2565445,54.45026178
15:15:24,286,135,12,10500,1200,1300,11800,7400,0,6741,61.45833333,54.6875
15:15:24,286,152,12,10500,1200,1300,11800,6900,0,6703,63.10160428,56.14973262
15:15:24,286,169,12,10500,1200,1300,11800,7200,0,6896,62.10526316,55.26315789
15:15:24,286,187,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,204,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,222,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,240,12,10600,1200,1300,11900,7200,0,6779,62.30366492,55.4973822
15:15:24,286,257,12,10600,1200,1300,11900,7200,0,6741,62.30366492,55.4973822
15:15:24,286,275,12,10600,1200,1300,11900,7200,0,6741,62.30366492,55.4973822
15:15:24,286,291,12,10600,1200,1300,11900,7100,0,6741,62.63157895,55.78947368
15:15:24,286,310,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,328,12,10600,1200,1300,11900,7000,0,6779,62.96296296,56.08465608
15:15:24,286,345,12,10800,1200,1300,12100,6900,0,6818,63.68421053,56.84210526
15:15:24,286,362,12,10700,1200,1300,12000,6800,0,6779,63.82978723,56.91489362
15:15:24,286,380,12,10700,1200,1300,12000,6900,0,6857,63.49206349,56.61375661
15:15:24,286,397,12,10700,1200,1300,12000,7000,0,6818,63.15789474,56.31578947
15:15:24,286,415,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,433,12,10600,1200,1300,11900,7100,0,6779,62.63157895,55.78947368
15:15:24,286,450,12,10600,1200,1300,11900,7000,0,6779,62.96296296,56.08465608
15:15:24,286,468,12,10600,1200,1300,11900,7000,0,6818,62.96296296,56.08465608
15:15:24,286,484,12,10700,1200,1300,12000,6800,0,6818,63.82978723,56.91489362
15:15:24,286,502,12,10700,1200,1300,12000,6800,0,6857,63.82978723,56.91489362
15:15:24,286,520,12,10600,1200,1300,11900,6800,0,6857,63.63636364,56.68449198
15:15:24,286,537,12,10600,1200,1300,11900,6700,0,6896,63.97849462,56.98924731
15:15:24,286,554,12,10700,1200,1300,12000,6800,0,6936,63.82978723,56.91489362
15:15:24,286,571,12,10600,1200,1300,11900,6800,0,6857,63.63636364,56.68449198
15:15:24,286,589,12,10600,1200,1300,11900,6800,0,6896,63.63636364,56.68449198
15:15:24,286,606,12,10600,1200,1300,11900,6900,0,6896,63.29787234,56.38297872
15:15:24,286,624,12,10700,1200,1300,12000,6900,0,6857,63.49206349,56.61375661
15:15:24,286,641,12,10700,1200,1300,12000,6700,0,6818,64.17112299,57.21925134
15:15:24,286,658,12,10700,1200,1300,12000,6300,0,6896,65.57377049,58.46994536
15:15:24,286,675,12,10700,1200,1300,12000,6600,0,7058,64.51612903,57.52688172
15:15:24,286,692,12,10800,1200,1300,12100,6500,0,6936,65.05376344,58.06451613
15:15:24,286,709,12,10800,1200,1300,12100,6500,0,6936,65.05376344,58.06451613
15:15:24,286,726,12,10800,1200,1300,12100,6600,0,6936,64.70588235,57.7540107
15:15:24,286,744,12,10800,1200,1300,12100,6700,0,6896,64.36170213,57.44680851
15:15:24,286,761,12,10700,1200,1300,12000,6600,0,6857,64.51612903,57.52688172
15:15:24,286,778,12,10700,1200,1300,12000,6600,0,6936,64.51612903,57.52688172
15:15:24,286,795,12,10700,1200,1300,12000,6600,0,6936,64.51612903,57.52688172
15:15:24,286,811,12,10700,1200,1300,12000,6500,0,6936,64.86486486,57.83783784
15:15:24,286,829,12,10700,1200,1300,12000,6500,0,6976,64.86486486,57.83783784
15:15:24,286,846,12,10700,1200,1300,12000,6500,0,6976,64.86486486,57.83783784
15:15:24,286,864,12,10700,1200,1300,12000,6500,0,6976,64.86486486,57.83783784
15:15:24,286,881,12,10700,1200,1300,12000,6600,0,6976,64.51612903,57.52688172
15:15:24,286,898,12,10700,1200,1300,12000,6600,0,6936,64.51612903,57.52688172
15:15:24,286,915,12,10800,1200,1300,12100,6600,0,6936,64.70588235,57.7540107
15:15:24,286,932,12,10800,1200,1300,12100,6500,0,6896,65.05376344,58.06451613
15:15:24,286,949,12,10800,1200,1300,12100,6500,0,6936,65.05376344,58.06451613
15:15:24,286,965,12,10800,1200,1300,12100,6400,0,6936,65.40540541,58.37837838
15:15:24,286,984,12,10800,1200,1300,12100,6400,0,6976,65.40540541,58.37837838
15:15:24,286,999,12,10800,1200,1300,12100,6300,0,6976,65.76086957,58.69565217
15:15:25,287,17,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,34,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,51,12,10800,1200,1300,12100,6400,0,7017,65.40540541,58.37837838
15:15:25,287,68,12,10800,1200,1300,12100,6400,0,6976,65.40540541,58.37837838
15:15:25,287,85,12,10800,1200,1300,12100,6400,0,6976,65.40540541,58.37837838
15:15:25,287,101,12,10800,1200,1300,12100,6400,0,6976,65.40540541,58.37837838
15:15:25,287,119,12,10800,1200,1300,12100,6300,0,6976,65.76086957,58.69565217
15:15:25,287,136,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,153,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,170,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,187,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,204,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,221,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,238,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,255,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,272,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,289,12,10800,1200,1300,12100,6300,0,7017,65.76086957,58.69565217
15:15:25,287,306,12,10800,1200,1300,12100,6200,0,7017,66.12021858,59.01639344
15:15:25,287,321,12,10800,1200,1300,12100,5900,0,7058,67.22222222,60
15:15:25,287,339,12,10800,1200,1300,12100,6200,0,7185,66.12021858,59.01639344
15:15:25,287,356,12,10800,1200,1300,12100,6200,0,7058,66.12021858,59.01639344
15:15:25,287,373,12,10800,1200,1300,12100,6200,0,7058,66.12021858,59.01639344
15:15:25,287,389,12,10800,1200,1300,12100,6200,0,7058,66.12021858,59.01639344
15:15:25,287,406,12,10800,1200,1300,12100,6200,0,7058,66.12021858,59.01639344
15:15:25,287,424,12,10700,1200,1300,12000,6700,0,7058,64.17112299,57.21925134
15:15:25,287,440,12,10700,1200,1300,12000,5800,0,6896,67.41573034,60.11235955
15:15:25,287,457,12,10700,1200,1300,12000,6200,0,7272,65.93406593,58.79120879
15:15:25,287,474,12,10600,1200,1300,11900,6600,0,7100,64.32432432,57.2972973
15:15:25,287,490,12,10500,1200,1300,11800,6300,0,6976,65.19337017,58.01104972
15:15:25,287,507,12,10400,1200,1300,11700,6400,0,7142,64.64088398,57.45856354
15:15:25,287,524,12,10200,1200,1300,11500,6600,0,7142,63.5359116,56.35359116
15:15:25,287,540,12,9900,1100,1200,11100,7100,0,7142,60.98901099,54.3956044
15:15:25,287,557,12,9300,1100,1200,10500,7500,0,7058,58.33333333,51.66666667
15:15:25,287,574,12,8300,900,1000,9300,8800,0,7142,51.38121547,45.85635359
15:15:25,287,590,12,7400,800,900,8300,9900,0,7017,45.6043956,40.65934066
15:15:25,287,608,12,6400,700,800,7200,10600,0,6936,40.4494382,35.95505618
15:15:25,287,625,12,5200,600,700,5900,12000,0,7058,32.96089385,29.05027933
15:15:25,287,643,12,6400,700,800,7200,12000,0,6976,37.5,33.33333333
15:15:25,287,661,12,6500,700,800,7300,11300,0,6521,39.24731183,34.94623656
15:15:25,287,868,12,5500,600,700,6200,202000,0,6741,2.97790586,2.641690682
15:15:25,287,884,5,9100,400,500,9600,7800,0,578,55.17241379,52.29885057
15:15:25,287,907,12,3000,300,400,3400,300,1,7100,91.89189189,81.08108108
15:15:25,287,925,12,10600,1200,1300,11900,7700,1,36363,60.71428571,54.08163265
15:15:25,287,944,12,11200,1300,1400,12600,7700,1,6557,62.06896552,55.17241379
15:15:25,287,962,12,11300,1300,1400,12700,7200,1,6349,63.81909548,56.7839196
15:15:25,287,982,12,11400,1300,1400,12800,7500,1,6486,63.05418719,56.15763547
15:15:26,288,1,12,10900,1300,1400,12300,8300,1,6349,59.70873786,52.91262136
15:15:26,288,17,12,10000,1200,1300,11300,6100,1,6250,64.94252874,57.47126437
15:15:26,288,38,12,11500,1300,1400,12900,9200,1,7453,58.37104072,52.0361991
15:15:26,288,58,12,11300,1300,1400,12700,9000,1,5797,58.52534562,52.07373272
15:15:26,288,75,12,10300,1200,1300,11600,7100,1,5911,62.03208556,55.0802139
15:15:26,288,96,12,10300,1200,1300,11600,11100,1,6896,51.10132159,45.37444934
15:15:26,288,116,12,10300,1200,1300,11600,8900,1,5607,56.58536585,50.24390244
15:15:26,288,135,12,10300,1200,1300,11600,9200,1,6250,55.76923077,49.51923077
15:15:26,288,153,12,10300,1200,1300,11600,9000,1,6153,56.31067961,50
15:15:26,288,172,12,10300,1200,1300,11600,8900,1,6217,56.58536585,50.24390244
15:15:26,288,192,12,10300,1200,1300,11600,8900,1,6250,56.58536585,50.24390244
15:15:26,288,211,12,10300,1200,1300,11600,9000,1,6250,56.31067961,50
15:15:26,288,231,12,10300,1200,1300,11600,9500,1,6217,54.97630332,48.81516588
15:15:26,288,250,12,10300,1200,1300,11600,9000,1,6060,56.31067961,50
15:15:26,288,270,12,10300,1200,1300,11600,9100,1,6217,56.03864734,49.75845411
15:15:26,288,289,12,10300,1200,1300,11600,9000,1,6185,56.31067961,50
15:15:26,288,307,12,10300,1200,1300,11600,8500,1,6217,57.71144279,51.24378109
15:15:26,288,327,12,10300,1200,1300,11600,8900,1,6382,56.58536585,50.24390244
15:15:26,288,346,12,10300,1200,1300,11600,8900,1,6250,56.58536585,50.24390244
15:15:26,288,365,12,10300,1200,1300,11600,9000,1,6250,56.31067961,50
15:15:26,288,384,12,10300,1200,1300,11600,9500,1,6217,54.97630332,48.81516588
15:15:26,288,403,12,10300,1200,1300,11600,8700,1,6060,57.14285714,50.73891626
15:15:26,288,421,12,10300,1200,1300,11600,8800,1,6315,56.8627451,50.49019608
15:15:26,288,441,12,10300,1200,1300,11600,8800,1,6282,56.8627451,50.49019608
15:15:26,288,460,12,10300,1200,1300,11600,8800,1,6282,56.8627451,50.49019608
15:15:26,288,479,12,10300,1200,1300,11600,8800,1,6282,56.8627451,50.49019608
15:15:26,288,498,12,10300,1200,1300,11600,8800,1,6282,56.8627451,50.49019608
15:15:26,288,517,12,10400,1200,1300,11700,8800,1,6282,57.07317073,50.73170732
15:15:26,288,536,12,10400,1200,1300,11700,8700,1,6250,57.35294118,50.98039216
15:15:26,288,555,12,10400,1200,1300,11700,8900,1,6282,56.7961165,50.48543689
15:15:26,288,574,12,10400,1200,1300,11700,8700,1,6217,57.35294118,50.98039216
15:15:26,288,593,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,612,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,631,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,650,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,669,12,10500,1200,1300,11800,8800,1,6282,57.2815534,50.97087379
15:15:26,288,688,12,10400,1200,1300,11700,8800,1,6217,57.07317073,50.73170732
15:15:26,288,707,12,10400,1200,1300,11700,8900,1,6250,56.7961165,50.48543689
15:15:26,288,726,12,10400,1200,1300,11700,8800,1,6217,57.07317073,50.73170732
15:15:26,288,745,12,10400,1200,1300,11700,8700,1,6250,57.35294118,50.98039216
15:15:26,288,764,12,10400,1200,1300,11700,8600,1,6282,57.63546798,51.23152709
15:15:26,288,783,12,10400,1200,1300,11700,8600,1,6315,57.63546798,51.23152709
15:15:26,288,802,12,10400,1200,1300,11700,8600,1,6315,57.63546798,51.23152709
15:15:26,288,821,12,10400,1200,1300,11700,8600,1,6315,57.63546798,51.23152709
15:15:26,288,840,12,10400,1200,1300,11700,8700,1,6315,57.35294118,50.98039216
15:15:26,288,859,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,878,12,10400,1200,1300,11700,8700,1,6282,57.35294118,50.98039216
15:15:26,288,897,12,10400,1200,1300,11700,8600,1,6282,57.63546798,51.23152709
15:15:26,288,915,12,10300,1200,1300,11600,8500,1,6315,57.71144279,51.24378109
15:15:26,288,934,12,10300,1200,1300,11600,8500,1,6382,57.71144279,51.24378109
15:15:26,288,953,12,10300,1200,1300,11600,8400,1,6382,58,51.5
15:15:26,288,971,12,10300,1200,1300,11600,8500,1,6417,57.71144279,51.24378109
15:15:26,288,990,12,10300,1200,1300,11600,8500,1,6382,57.71144279,51.24378109
15:15:27,289,9,12,10300,1200,1300,11600,8600,1,6382,57.42574257,50.99009901
15:15:27,289,28,12,10300,1200,1300,11600,8600,1,6349,57.42574257,50.99009901
15:15:27,289,46,12,10300,1200,1300,11600,8700,1,6349,57.14285714,50.73891626
15:15:27,289,65,12,10300,1200,1300,11600,8600,1,6315,57.42574257,50.99009901
