Timp,Secunda,Increase Percentage,TimeON,Add time,TimeOFF,DuttyCycle,Warnings,Second
18:07:20,0:00:00,0%,4650,0,60160,7%,0,99
18:07:20,0:00:00,0%,4660,0,60060,7%,0,99
18:07:20,0:00:00,0%,4640,0,60060,7%,0,99
18:07:20,0:00:00,0%,4640,0,60100,7%,0,99
18:07:20,0:00:00,0%,4640,0,60100,7%,0,99
18:07:20,0:00:00,0%,4640,0,60010,7%,0,99
18:07:20,0:00:00,0%,4620,0,60080,7%,0,99
18:07:20,0:00:00,0%,4600,0,60000,7%,0,99
18:07:20,0:00:00,0%,4610,0,60020,7%,0,99
18:07:20,0:00:00,0%,4640,0,60240,7%,0,99
18:07:20,0:00:00,0%,4600,0,60010,7%,0,99
18:07:20,0:00:00,0%,4600,0,59910,7%,0,99
18:07:20,0:00:00,0%,4580,0,59970,7%,0,99
18:07:20,0:00:00,0%,4570,0,59740,7%,0,99
18:07:20,0:00:00,0%,4530,0,59450,7%,0,99
18:07:21,0:00:00,0%,4580,0,59240,7%,0,100
18:07:21,0:00:00,0%,4570,0,58980,7%,0,100
18:07:21,0:00:00,0%,4570,0,59010,7%,0,100
18:07:21,0:00:00,0%,4560,0,58780,7%,0,100
18:07:21,0:00:00,0%,4540,0,58430,7%,0,100
18:07:21,0:00:00,0%,4510,0,58210,7%,0,100
18:07:21,0:00:00,0%,4530,0,57890,7%,0,100
18:07:21,0:00:00,0%,4510,0,57740,7%,0,100
18:07:21,0:00:00,0%,4510,0,57560,7%,0,100
18:07:21,0:00:00,0%,4510,0,57530,7%,0,100
18:07:21,0:00:00,0%,4510,0,57510,7%,0,100
18:07:21,0:00:00,0%,4500,0,57540,7%,0,100
18:07:21,0:00:00,0%,4500,0,57600,7%,0,100
18:07:21,0:00:00,0%,4500,0,57600,7%,0,100
18:07:21,0:00:00,0%,4490,0,57650,7%,0,100
18:07:21,0:00:00,0%,4470,0,57670,7%,0,100
18:07:22,0:00:00,0%,4470,0,57780,7%,0,101
18:07:22,0:00:00,0%,4450,0,57770,7%,0,101
18:07:22,0:00:00,0%,4460,0,57710,7%,0,101
18:07:22,0:00:00,0%,4460,0,57790,7%,0,101
18:07:22,0:00:00,0%,4460,0,57550,7%,0,101
18:07:22,0:00:00,0%,4440,0,57310,7%,0,101
18:07:22,0:00:00,0%,4440,0,57260,7%,0,101
18:07:22,0:00:00,0%,4410,0,57400,7%,0,101
18:07:22,0:00:00,0%,4440,0,57710,7%,0,101
18:07:22,0:00:00,0%,4430,0,57690,7%,0,101
18:07:22,0:00:00,0%,4400,0,57450,7%,0,101
18:07:22,0:00:00,0%,4390,0,57220,7%,0,101
18:07:22,0:00:00,0%,4400,0,57340,7%,0,101
18:07:22,0:00:00,0%,4400,0,57720,7%,0,101
18:07:22,0:00:00,0%,4400,0,58170,7%,0,101
18:07:22,0:00:00,0%,4380,0,58440,6%,0,101
18:07:23,0:00:00,0%,4370,0,58490,6%,0,102
18:07:23,0:00:00,0%,4360,0,58780,6%,0,102
18:07:23,0:00:00,0%,4360,0,58760,6%,0,102
18:07:23,0:00:00,0%,4340,0,58940,6%,0,102
18:07:23,0:00:00,0%,4360,0,58980,6%,0,102
18:07:23,0:00:00,0%,4360,0,59160,6%,0,102
18:07:23,0:00:00,0%,4360,0,59570,6%,0,102
18:07:23,0:00:00,0%,4340,0,59410,6%,0,102
18:07:23,0:00:00,0%,4340,0,59230,6%,0,102
18:07:23,0:00:00,0%,4310,0,59220,6%,0,102
18:07:23,0:00:00,0%,4320,0,59310,6%,0,102
18:07:23,0:00:00,0%,4320,0,59340,6%,0,102
18:07:23,0:00:00,0%,4300,0,59610,6%,0,102
18:07:23,0:00:00,0%,4320,0,59890,6%,0,102
18:07:23,0:00:00,0%,4300,0,59800,6%,0,102
18:07:23,0:00:00,0%,4300,0,60030,6%,0,102
18:07:24,0:00:00,0%,4300,0,60690,6%,0,103
18:07:24,0:00:00,0%,4300,0,61530,6%,0,103
18:07:24,0:00:00,0%,4300,0,62330,6%,0,103
18:07:24,0:00:00,0%,4300,0,62240,6%,0,103
18:07:24,0:00:00,0%,4270,0,61890,6%,0,103
18:07:24,0:00:00,0%,4240,0,61750,6%,0,103
18:07:24,0:00:00,0%,4260,0,61880,6%,0,103
18:07:24,0:00:00,0%,4230,0,62170,6%,0,103
18:07:24,0:00:00,0%,4220,0,62380,6%,0,103
18:07:24,0:00:00,0%,4220,0,62120,6%,0,103
18:07:24,0:00:00,0%,4190,0,62010,6%,0,103
18:07:24,0:00:00,0%,4200,0,61900,6%,0,103
18:07:24,0:00:00,0%,4220,0,61660,6%,0,103
18:07:24,0:00:00,0%,4190,0,61730,6%,0,103
18:07:24,0:00:00,0%,4200,0,61590,6%,0,103
18:07:25,0:00:00,0%,4200,0,61380,6%,0,104
18:07:25,0:00:00,0%,4200,0,61660,6%,0,104
18:07:25,0:00:00,0%,4170,0,61810,6%,0,104
18:07:25,0:00:00,0%,4170,0,61970,6%,0,104
18:07:25,0:00:00,0%,4160,0,61850,6%,0,104
18:07:25,0:00:00,0%,4150,0,62020,6%,0,104
18:07:25,0:00:00,0%,4150,0,62140,6%,0,104
18:07:25,0:00:00,0%,4160,0,62040,6%,0,104
18:07:25,0:00:00,0%,4150,0,61730,6%,0,104
18:07:25,0:00:00,0%,4130,0,61750,6%,0,104
18:07:25,0:00:00,0%,4120,0,61820,6%,0,104
18:07:25,0:00:00,0%,4130,0,61510,6%,0,104
18:07:25,0:00:00,0%,4120,0,61470,6%,0,104
18:07:25,0:00:00,0%,4120,0,61490,6%,0,104
18:07:25,0:00:00,0%,4100,0,61270,6%,0,104
18:07:26,0:00:00,0%,4100,0,61170,6%,0,105
18:07:26,0:00:00,0%,4100,0,61410,6%,0,105
18:07:26,0:00:00,0%,4100,0,61080,6%,0,105
18:07:26,0:00:00,0%,4080,0,60720,6%,0,105
18:07:26,0:00:00,0%,4060,0,60950,6%,0,105
18:07:26,0:00:00,0%,4110,0,61260,6%,0,105
18:07:26,0:00:00,0%,4070,0,61170,6%,0,105
18:07:26,0:00:00,0%,4060,0,61080,6%,0,105
18:07:26,0:00:00,0%,4050,0,60880,6%,0,105
18:07:26,0:00:00,0%,4030,0,60950,6%,0,105
18:07:26,0:00:00,0%,4060,0,61150,6%,0,105
18:07:26,0:00:00,0%,4030,0,61230,6%,0,105
18:07:26,0:00:00,0%,4050,0,61170,6%,0,105
18:07:26,0:00:00,0%,4030,0,60690,6%,0,105
18:07:26,0:00:00,0%,4050,0,60260,6%,0,105
18:07:26,0:00:00,0%,4030,0,59880,6%,0,105
18:07:27,0:00:00,0%,4010,0,59570,6%,0,106
18:07:27,0:00:00,0%,3990,0,59470,6%,0,106
18:07:27,0:00:00,0%,3990,0,59540,6%,0,106
18:07:27,0:00:00,0%,3950,0,59730,6%,0,106
18:07:27,0:00:00,0%,3980,0,59570,6%,0,106
18:07:27,0:00:00,0%,3980,0,59510,6%,0,106
18:07:27,0:00:00,0%,3960,0,59530,6%,0,106
18:07:27,0:00:00,0%,3960,0,59620,6%,0,106
18:07:27,0:00:00,0%,3960,0,59530,6%,0,106
18:07:27,0:00:00,0%,3940,0,59510,6%,0,106
18:07:27,0:00:00,0%,3930,0,59380,6%,0,106
18:07:27,0:00:00,0%,3920,0,59190,6%,0,106
18:07:27,0:00:00,0%,3960,0,59190,6%,0,106
18:07:27,0:00:00,0%,3910,0,59440,6%,0,106
18:07:27,0:00:00,0%,3920,0,59570,6%,0,106
18:07:27,0:00:00,0%,3890,0,59600,6%,0,106
18:07:28,0:00:00,0%,3920,0,59570,6%,0,107
18:07:28,0:00:00,0%,3880,0,59630,6%,0,107
18:07:28,0:00:00,0%,3910,0,59600,6%,0,107
18:07:28,0:00:00,0%,3930,0,59660,6%,0,107
18:07:28,0:00:00,0%,3890,0,60050,6%,0,107
18:07:28,0:00:00,0%,3880,0,60650,6%,0,107
18:07:28,0:00:00,0%,3880,0,61090,5%,0,107
18:07:28,0:00:00,0%,3860,0,61340,5%,0,107
18:07:28,0:00:00,0%,3860,0,62930,5%,0,107
18:07:28,0:00:00,0%,3850,0,61610,5%,0,107
18:07:28,0:00:00,0%,3890,0,61860,5%,0,107
18:07:28,0:00:00,0%,3840,0,62150,5%,0,107
18:07:28,0:00:00,0%,3840,0,62080,5%,0,107
18:07:28,0:00:00,0%,3820,0,61830,5%,0,107
18:07:28,0:00:00,0%,3820,0,61700,5%,0,107
18:07:29,0:00:00,0%,3790,0,61530,5%,0,108
18:07:29,0:00:00,0%,3820,0,61390,5%,0,108
18:07:29,0:00:00,0%,3810,0,61410,5%,0,108
18:07:29,0:00:00,0%,3820,0,61220,5%,0,108
18:07:29,0:00:00,0%,3840,0,61290,5%,0,108
18:07:29,0:00:00,0%,3810,0,61560,5%,0,108
18:07:29,0:00:00,0%,3790,0,61470,5%,0,108
18:07:29,0:00:00,0%,3780,0,61310,5%,0,108
18:07:29,0:00:00,0%,3790,0,61230,5%,0,108
18:07:29,0:00:00,0%,3780,0,60930,5%,0,108
18:07:29,0:00:00,0%,3780,0,60650,5%,0,108
18:07:29,0:00:00,0%,3710,0,60420,5%,0,108
18:07:29,0:00:00,0%,3750,0,60110,5%,0,108
18:07:29,0:00:00,0%,3730,0,60050,5%,0,108
18:07:29,0:00:00,0%,3740,0,60000,5%,0,108
18:07:30,0:00:00,0%,3740,0,60020,5%,0,109
18:07:30,0:00:00,0%,3720,0,60210,5%,0,109
18:07:30,0:00:00,0%,3720,0,60240,5%,0,109
18:07:30,0:00:00,0%,3720,0,60090,5%,0,109
18:07:30,0:00:00,0%,3720,0,59880,5%,0,109
18:07:30,0:00:00,0%,3700,0,59900,5%,0,109
18:07:30,0:00:00,0%,3700,0,59600,5%,0,109
18:07:30,0:00:00,0%,3690,0,59630,5%,0,109
18:07:30,0:00:00,0%,3680,0,59830,5%,0,109
18:07:30,0:00:00,0%,3690,0,59720,5%,0,109
18:07:30,0:00:00,0%,3680,0,59820,5%,0,109
18:07:30,0:00:00,0%,3680,0,60220,5%,0,109
18:07:30,0:00:00,0%,3680,0,60860,5%,0,109
18:07:30,0:00:00,0%,3650,0,61210,5%,0,109
18:07:30,0:00:00,0%,3650,0,61610,5%,0,109
18:07:30,0:00:00,0%,3650,0,61970,5%,0,109
18:07:31,0:00:00,0%,3650,0,62010,5%,0,110
18:07:31,0:00:00,0%,3620,0,61910,5%,0,110
18:07:31,0:00:00,0%,3580,0,61840,5%,0,110
18:07:31,0:00:00,0%,3640,0,62160,5%,0,110
18:07:31,0:00:00,0%,3610,0,62770,5%,0,110
18:07:31,0:00:00,0%,3600,0,62860,5%,0,110
18:07:31,0:00:00,0%,3610,0,62760,5%,0,110
18:07:31,0:00:00,0%,3600,0,62680,5%,0,110
18:07:31,0:00:00,0%,3600,0,62550,5%,0,110
18:07:31,0:00:00,0%,3600,0,62260,5%,0,110
18:07:31,0:00:00,0%,3570,0,62040,5%,0,110
18:07:31,0:00:00,0%,3550,0,62100,5%,0,110
18:07:31,0:00:00,0%,3550,0,62260,5%,0,110
18:07:31,0:00:00,0%,3560,0,62030,5%,0,110
18:07:31,0:00:00,0%,3550,0,62100,5%,0,110
18:07:32,0:00:00,0%,3550,0,62300,5%,0,111
18:07:32,0:00:00,0%,3560,0,62090,5%,0,111
18:07:32,0:00:00,0%,3540,0,61950,5%,0,111
18:07:32,0:00:00,0%,3540,0,62070,5%,0,111
18:07:32,0:00:00,0%,3540,0,62190,5%,0,111
18:07:32,0:00:00,0%,3550,0,62300,5%,0,111
18:07:32,0:00:00,0%,3510,0,62240,5%,0,111
18:07:32,0:00:00,0%,3510,0,62000,5%,0,111
18:07:32,0:00:00,0%,3540,0,61730,5%,0,111
18:07:32,0:00:00,0%,3510,0,61730,5%,0,111
18:07:32,0:00:00,0%,3500,0,62010,5%,0,111
18:07:32,0:00:00,0%,3510,0,62380,5%,0,111
18:07:32,0:00:00,0%,3480,0,62970,5%,0,111
18:07:32,0:00:00,0%,3480,0,63200,5%,0,111
18:07:32,0:00:00,0%,3470,0,63110,5%,0,111
18:07:33,0:00:00,0%,3470,0,63100,5%,0,112
18:07:33,0:00:00,0%,3460,0,63300,5%,0,112
18:07:33,0:00:00,0%,3470,0,63330,5%,0,112
18:07:33,0:00:00,0%,3440,0,62990,5%,0,112
18:07:33,0:00:00,0%,3450,0,62630,5%,0,112
18:07:33,0:00:00,0%,3430,0,62310,5%,0,112
18:07:33,0:00:00,0%,3430,0,62430,5%,0,112
18:07:33,0:00:00,0%,3430,0,62850,5%,0,112
18:07:33,0:00:00,0%,3410,0,62930,5%,0,112
18:07:33,0:00:00,0%,3410,0,63090,5%,0,112
18:07:33,0:00:00,0%,3400,0,63040,5%,0,112
18:07:33,0:00:00,0%,3410,0,62590,5%,0,112
18:07:33,0:00:00,0%,3400,0,62380,5%,0,112
18:07:33,0:00:00,0%,3400,0,62470,5%,0,112
18:07:33,0:00:00,0%,3400,0,62400,5%,0,112
18:07:33,0:00:00,0%,3380,0,62160,5%,0,112
18:07:34,0:00:00,0%,3370,0,62060,5%,0,113
18:07:34,0:00:00,0%,3370,0,62050,5%,0,113
18:07:34,0:00:00,0%,3330,0,62050,5%,0,113
18:07:34,0:00:00,0%,3370,0,62310,5%,0,113
18:07:34,0:00:00,0%,3360,0,62580,5%,0,113
18:07:34,0:00:00,0%,3340,0,62510,5%,0,113
18:07:34,0:00:00,0%,3340,0,62350,5%,0,113
18:07:34,0:00:00,0%,3320,0,61940,5%,0,113
18:07:34,0:00:00,0%,3320,0,61710,5%,0,113
18:07:34,0:00:00,0%,3300,0,61480,5%,0,113
18:07:34,0:00:00,0%,3300,0,61430,5%,0,113
18:07:34,0:00:00,0%,3300,0,61690,5%,0,113
18:07:34,0:00:00,0%,3300,0,61750,5%,0,113
18:07:34,0:00:00,0%,3270,0,61610,5%,0,113
18:07:34,0:00:00,0%,3290,0,62100,5%,0,113
18:07:35,0:00:00,0%,3240,0,62180,4%,0,114
18:07:35,0:00:00,0%,3290,0,62120,5%,0,114
18:07:35,0:00:00,0%,3270,0,61880,5%,0,114
18:07:35,0:00:00,0%,3340,0,61510,5%,0,114
18:07:35,0:00:00,0%,3260,0,61170,5%,0,114
18:07:35,0:00:00,0%,3240,0,61140,5%,0,114
18:07:35,0:00:00,0%,3240,0,61000,5%,0,114
18:07:35,0:00:00,0%,3230,0,60920,5%,0,114
18:07:35,0:00:00,0%,3230,0,61140,5%,0,114
18:07:35,0:00:00,0%,3230,0,61510,4%,0,114
18:07:35,0:00:00,0%,3230,0,61590,4%,0,114
18:07:35,0:00:00,0%,3240,0,61620,4%,0,114
18:07:35,0:00:00,0%,3230,0,61870,4%,0,114
18:07:35,0:00:00,0%,3240,0,62180,4%,0,114
18:07:35,0:00:00,0%,3230,0,62230,4%,0,114
18:07:36,0:00:00,0%,3190,0,62150,4%,0,115
18:07:36,0:00:00,0%,3230,0,62170,4%,0,115
18:07:36,0:00:00,0%,3220,0,62140,4%,0,115
18:07:36,0:00:00,0%,3240,0,62090,4%,0,115
18:07:36,0:00:00,0%,3200,0,62090,4%,0,115
18:07:36,0:00:00,0%,3230,0,61850,4%,0,115
18:07:36,0:00:00,0%,3230,0,61870,4%,0,115
18:07:36,0:00:00,0%,3220,0,61950,4%,0,115
18:07:36,0:00:00,0%,3220,0,61910,4%,0,115
18:07:36,0:00:00,0%,3220,0,61870,4%,0,115
18:07:36,0:00:00,0%,3220,0,61850,4%,0,115
18:07:36,0:00:00,0%,3260,0,61870,5%,0,115
18:07:36,0:00:00,0%,3230,0,61840,4%,0,115
18:07:36,0:00:00,0%,3230,0,61600,4%,0,115
18:07:36,0:00:00,0%,3230,0,61280,5%,0,115
18:07:36,0:00:00,0%,3200,0,61090,4%,0,115
18:07:37,0:00:00,0%,3200,0,60990,4%,0,116
18:07:37,0:00:00,0%,3210,0,60960,5%,0,116
18:07:37,0:00:00,0%,3210,0,60760,5%,0,116
18:07:37,0:00:00,0%,3200,0,60440,5%,0,116
18:07:37,0:00:00,0%,3230,0,60130,5%,0,116
18:07:37,0:00:00,0%,3290,0,60270,5%,0,116
18:07:37,0:00:00,0%,3200,0,60510,5%,0,116
18:07:37,0:00:00,0%,3230,0,60690,5%,0,116
18:07:37,0:00:00,0%,3190,0,60700,4%,0,116
18:07:37,0:00:00,0%,3220,0,60510,5%,0,116
18:07:37,0:00:00,0%,3220,0,60470,5%,0,116
18:07:37,0:00:00,0%,3210,0,60270,5%,0,116
18:07:37,0:00:00,0%,3210,0,60740,5%,0,116
18:07:37,0:00:00,0%,3200,0,61000,4%,0,116
18:07:37,0:00:00,0%,3210,0,60720,5%,0,116
18:07:38,0:00:00,0%,3230,0,60440,5%,0,117
18:07:38,0:00:00,0%,3220,0,60240,5%,0,117
18:07:38,0:00:00,0%,3220,0,60140,5%,0,117
18:07:38,0:00:00,0%,3230,0,59980,5%,0,117
18:07:38,0:00:00,0%,3230,0,59660,5%,0,117
18:07:38,0:00:00,0%,3220,0,59710,5%,0,117
18:07:38,0:00:00,0%,3220,0,59800,5%,0,117
18:07:38,0:00:00,0%,3220,0,59700,5%,0,117
18:07:38,0:00:00,0%,3220,0,59820,5%,0,117
18:07:38,0:00:00,0%,3210,0,60120,5%,0,117
18:07:38,0:00:00,0%,3230,0,60740,5%,0,117
18:07:38,0:00:00,0%,3220,0,61520,4%,0,117
18:07:38,0:00:00,0%,3240,0,62040,4%,0,117
18:07:38,0:00:00,0%,3220,0,62460,4%,0,117
18:07:38,0:00:00,0%,3220,0,62720,4%,0,117
18:07:38,0:00:00,0%,3230,0,62570,4%,0,117
18:07:39,0:00:00,0%,3220,0,62650,4%,0,118
18:07:39,0:00:00,0%,3230,0,62780,4%,0,118
18:07:39,0:00:00,0%,3210,0,62560,4%,0,118
18:07:39,0:00:00,0%,3170,0,61980,4%,0,118
18:07:39,0:00:00,0%,3200,0,61840,4%,0,118
18:07:39,0:00:00,0%,3230,0,62040,4%,0,118
18:07:39,0:00:00,0%,3220,0,61920,4%,0,118
18:07:39,0:00:00,0%,3220,0,61800,4%,0,118
18:07:39,0:00:00,0%,3220,0,61780,4%,0,118
18:07:39,0:00:00,0%,3220,0,61760,4%,0,118
18:07:39,0:00:00,0%,3230,0,61720,4%,0,118
18:07:39,0:00:00,0%,3220,0,61950,4%,0,118
18:07:39,0:00:00,0%,3260,0,61950,4%,0,118
18:07:39,0:00:00,0%,3210,0,61820,4%,0,118
18:07:39,0:00:00,0%,3230,0,62040,4%,0,118
18:07:40,0:00:00,0%,3230,0,61980,4%,0,119
18:07:40,0:00:00,0%,3200,0,62020,4%,0,119
18:07:40,0:00:00,0%,3230,0,61980,4%,0,119
18:07:40,0:00:00,0%,3230,0,61740,4%,0,119
18:07:40,0:00:00,0%,3230,0,61660,4%,0,119
18:07:40,0:00:00,0%,3200,0,61730,4%,0,119
18:07:40,0:00:00,0%,3220,0,61780,4%,0,119
18:07:40,0:00:00,0%,3220,0,61970,4%,0,119
18:07:40,0:00:00,0%,3230,0,62310,4%,0,119
18:07:40,0:00:00,0%,3190,0,62560,4%,0,119
18:07:40,0:00:00,0%,3230,0,62610,4%,0,119
18:07:40,0:00:00,0%,3230,0,62470,4%,0,119
18:07:40,0:00:00,0%,3210,0,62110,4%,0,119
18:07:40,0:00:00,0%,3200,0,61920,4%,0,119
18:07:40,0:00:00,0%,3240,0,61810,4%,0,119
18:07:40,0:00:00,0%,3220,0,61800,4%,0,119
18:07:41,0:00:00,0%,3220,0,61920,4%,0,120
18:07:41,0:00:00,0%,3220,0,61810,4%,0,120
18:07:41,0:00:00,0%,3240,0,61660,4%,0,120
18:07:41,0:00:00,0%,3260,0,61700,5%,0,120
18:07:41,0:00:00,0%,3210,0,61560,4%,0,120
18:07:41,0:00:00,0%,3230,0,61310,5%,0,120
18:07:41,0:00:00,0%,3200,0,61320,4%,0,120
18:07:41,0:00:00,0%,3230,0,61300,5%,0,120
18:07:41,0:00:00,0%,3210,0,61200,4%,0,120
18:07:41,0:00:00,0%,3230,0,61040,5%,0,120
18:07:41,0:00:00,0%,3230,0,61010,5%,0,120
18:07:41,0:00:00,0%,3230,0,61150,5%,0,120
18:07:41,0:00:00,0%,3230,0,61680,4%,0,120
18:07:41,0:00:00,0%,3230,0,62040,4%,0,120
18:07:41,0:00:00,0%,3240,0,61920,4%,0,120
18:07:42,0:00:00,0%,3220,0,61860,4%,0,121
18:07:42,0:00:00,0%,3220,0,61800,4%,0,121
18:07:42,0:00:00,0%,3220,0,61770,4%,0,121
18:07:42,0:00:00,0%,3210,0,61810,4%,0,121
18:07:42,0:00:00,0%,3250,0,61860,4%,0,121
18:07:42,0:00:00,0%,3230,0,61940,4%,0,121
18:07:42,0:00:00,0%,3230,0,61970,4%,0,121
18:07:42,0:00:00,0%,3230,0,61830,4%,0,121
18:07:42,0:00:00,0%,3220,0,62060,4%,0,121
18:07:42,0:00:00,0%,3200,0,62410,4%,0,121
18:07:42,0:00:00,0%,3220,0,62480,4%,0,121
18:07:42,0:00:00,0%,3260,0,62430,4%,0,121
18:07:42,0:00:00,0%,3230,0,62230,4%,0,121
18:07:42,0:00:00,0%,3210,0,62190,4%,0,121
18:07:42,0:00:00,0%,3220,0,62270,4%,0,121
18:07:43,0:00:00,0%,3230,0,62420,4%,0,122
18:07:43,0:00:00,0%,3230,0,62330,4%,0,122
18:07:43,0:00:00,0%,3260,0,62210,4%,0,122
18:07:43,0:00:00,0%,3200,0,62110,4%,0,122
18:07:43,0:00:00,0%,3230,0,62310,4%,0,122
18:07:43,0:00:00,0%,3240,0,62500,4%,0,122
18:07:43,0:00:00,0%,3230,0,62710,4%,0,122
18:07:43,0:00:00,0%,3230,0,62940,4%,0,122
18:07:43,0:00:00,0%,3210,0,62940,4%,0,122
18:07:43,0:00:00,0%,3200,0,62880,4%,0,122
18:07:43,0:00:00,0%,3220,0,62910,4%,0,122
18:07:43,0:00:00,0%,3200,0,62900,4%,0,122
18:07:43,0:00:00,0%,3220,0,62940,4%,0,122
18:07:43,0:00:00,0%,3200,0,62650,4%,0,122
18:07:43,0:00:00,0%,3240,0,62260,4%,0,122
18:07:43,0:00:00,0%,3200,0,61960,4%,0,122
18:07:44,0:00:00,0%,3220,0,61920,4%,0,123
18:07:44,0:00:00,0%,3230,0,61950,4%,0,123
18:07:44,0:00:00,0%,3220,0,61920,4%,0,123
18:07:44,0:00:00,0%,3220,0,61600,4%,0,123
18:07:44,0:00:00,0%,3210,0,61380,4%,0,123
18:07:44,0:00:00,0%,3220,0,61090,5%,0,123
18:07:44,0:00:00,0%,3200,0,60860,4%,0,123
18:07:44,0:00:00,0%,3220,0,60910,5%,0,123
18:07:44,0:00:00,0%,3220,0,61180,5%,0,123
18:07:44,0:00:00,0%,3220,0,61280,4%,0,123
18:07:44,0:00:00,0%,3220,0,61150,5%,0,123
18:07:44,0:00:00,0%,3200,0,61350,4%,0,123
18:07:44,0:00:00,0%,3300,0,61750,5%,0,123
18:07:44,0:00:00,0%,3220,0,61730,4%,0,123
18:07:44,0:00:00,0%,3220,0,61720,4%,0,123
18:07:45,0:00:00,0%,3190,0,61680,4%,0,124
18:07:45,0:00:00,0%,3210,0,61620,4%,0,124
18:07:45,0:00:00,0%,3190,0,61670,4%,0,124
18:07:45,0:00:00,0%,3230,0,61870,4%,0,124
18:07:45,0:00:00,0%,3210,0,61840,4%,0,124
18:07:45,0:00:00,0%,3230,0,61570,4%,0,124
18:07:45,0:00:00,0%,3220,0,61560,4%,0,124
18:07:45,0:00:00,0%,3190,0,61680,4%,0,124
18:07:45,0:00:00,0%,3200,0,61540,4%,0,124
18:07:45,0:00:00,0%,3230,0,61330,5%,0,124
18:07:45,0:00:00,0%,3220,0,60940,5%,0,124
18:07:45,0:00:00,0%,3220,0,60680,5%,0,124
18:07:45,0:00:00,0%,3200,0,60590,5%,0,124
18:07:45,0:00:00,0%,3190,0,60650,4%,0,124
18:07:45,0:00:00,0%,3220,0,60810,5%,0,124
18:07:45,0:00:00,0%,3220,0,60930,5%,0,124
18:07:46,0:00:00,0%,3220,0,61440,4%,0,125
18:07:46,0:00:00,0%,3220,0,61780,4%,0,125
18:07:46,0:00:00,0%,3220,0,61950,4%,0,125
18:07:46,0:00:00,0%,3200,0,62080,4%,0,125
18:07:46,0:00:00,0%,3340,0,62250,5%,0,125
18:07:46,0:00:00,0%,3190,0,62100,4%,0,125
18:07:46,0:00:00,0%,3220,0,62160,4%,0,125
18:07:46,0:00:00,0%,3220,0,62420,4%,0,125
18:07:46,0:00:00,0%,3220,0,62770,4%,0,125
18:07:46,0:00:00,0%,3230,0,62830,4%,0,125
18:07:46,0:00:00,0%,3220,0,62840,4%,0,125
18:07:46,0:00:00,0%,3260,0,62720,4%,0,125
18:07:46,0:00:00,0%,3230,0,62690,4%,0,125
18:07:46,0:00:00,0%,3220,0,62760,4%,0,125
18:07:46,0:00:00,0%,3220,0,62460,4%,0,125
18:07:47,0:00:00,0%,3220,0,62360,4%,0,126
18:07:47,0:00:00,0%,3230,0,62470,4%,0,126
18:07:47,0:00:00,0%,3220,0,62590,4%,0,126
18:07:47,0:00:00,0%,3220,0,62620,4%,0,126
18:07:47,0:00:00,0%,3210,0,62530,4%,0,126
18:07:47,0:00:00,0%,3220,0,62420,4%,0,126
18:07:47,0:00:00,0%,3200,0,62510,4%,0,126
18:07:47,0:00:00,0%,3220,0,62770,4%,0,126
18:07:47,0:00:00,0%,3200,0,62970,4%,0,126
18:07:47,0:00:00,0%,3200,0,62990,4%,0,126
18:07:47,0:00:00,0%,3220,0,62700,4%,0,126
18:07:47,0:00:00,0%,3220,0,62460,4%,0,126
18:07:47,0:00:00,0%,3230,0,62720,4%,0,126
18:07:47,0:00:00,0%,3220,0,63390,4%,0,126
18:07:47,0:00:00,0%,3230,0,63630,4%,0,126
18:07:48,0:00:00,0%,3170,0,63300,4%,0,127
18:07:48,0:00:00,0%,3220,0,62890,4%,0,127
18:07:48,0:00:00,0%,3240,0,62600,4%,0,127
18:07:48,0:00:00,0%,3190,0,62460,4%,0,127
18:07:48,0:00:00,0%,3220,0,62650,4%,0,127
18:07:48,0:00:00,0%,3220,0,62660,4%,0,127
18:07:48,0:00:00,0%,3180,0,62710,4%,0,127
18:07:48,0:00:00,0%,3200,0,62800,4%,0,127
18:07:48,0:00:00,0%,3200,0,62830,4%,0,127
18:07:48,0:00:00,0%,3220,0,62750,4%,0,127
18:07:48,0:00:00,0%,3200,0,62590,4%,0,127
18:07:48,0:00:00,0%,3200,0,62470,4%,0,127
18:07:48,0:00:00,0%,3220,0,62140,4%,0,127
18:07:48,0:00:00,0%,3220,0,61780,4%,0,127
18:07:48,0:00:00,0%,3200,0,61710,4%,0,127
18:07:49,0:00:00,0%,3200,0,61830,4%,0,128
18:07:49,0:00:00,0%,3220,0,61810,4%,0,128
18:07:49,0:00:00,0%,3220,0,62150,4%,0,128
18:07:49,0:00:00,0%,3230,0,62240,4%,0,128
18:07:49,0:00:00,0%,3230,0,61900,4%,0,128
18:07:49,0:00:00,0%,3230,0,61980,4%,0,128
18:07:49,0:00:00,0%,3220,0,62040,4%,0,128
18:07:49,0:00:00,0%,3220,0,61920,4%,0,128
18:07:49,0:00:00,0%,3220,0,61760,4%,0,128
18:07:49,0:00:00,0%,3200,0,61710,4%,0,128
18:07:49,0:00:00,0%,3220,0,61750,4%,0,128
18:07:49,0:00:00,0%,3220,0,61770,4%,0,128
18:07:49,0:00:00,0%,3230,0,61840,4%,0,128
18:07:49,0:00:00,0%,3210,0,62030,4%,0,128
18:07:49,0:00:00,0%,3220,0,62150,4%,0,128
18:07:50,0:00:00,0%,3200,0,62030,4%,0,129
18:07:50,0:00:00,0%,3220,0,62090,4%,0,129
18:07:50,0:00:00,0%,3220,0,62190,4%,0,129
