Timp,Secunda,Increase Percentage,TimeON,Add time,TimeOFF,DuttyCycle,Warnings,Second
18:07:50,0:00:00,0%,3220,0,61790,4%,0,129
18:07:50,0:00:00,0%,3220,0,61610,4%,0,129
18:07:50,0:00:00,0%,3210,0,61700,4%,0,129
18:07:50,0:00:00,0%,3220,0,61590,4%,0,129
18:07:50,0:00:00,0%,3220,0,61290,4%,0,129
18:07:50,0:00:00,0%,3220,0,61180,5%,0,129
18:07:50,0:00:00,0%,3260,0,61040,5%,0,129
18:07:50,0:00:00,0%,3230,0,60820,5%,0,129
18:07:50,0:00:00,0%,3310,0,60620,5%,0,129
18:07:50,0:00:00,0%,3230,0,60410,5%,0,129
18:07:50,0:00:00,0%,3230,0,60420,5%,0,129
18:07:50,0:00:00,0%,3230,0,60380,5%,0,129
18:07:50,0:00:00,0%,3240,0,60370,5%,0,129
18:07:51,0:00:00,0%,3230,0,60250,5%,0,130
18:07:51,0:00:00,0%,3230,0,60190,5%,0,130
18:07:51,0:00:00,0%,3210,0,60270,5%,0,130
18:07:51,0:00:00,0%,3220,0,60330,5%,0,130
18:07:51,0:00:00,0%,3200,0,60540,5%,0,130
18:07:51,0:00:00,0%,3220,0,60800,5%,0,130
18:07:51,0:00:00,0%,3220,0,60730,5%,0,130
18:07:51,0:00:00,0%,3190,0,60730,4%,0,130
18:07:51,0:00:00,0%,3200,0,60840,4%,0,130
18:07:51,0:00:00,0%,3220,0,60850,5%,0,130
18:07:51,0:00:00,0%,3160,0,60710,4%,0,130
18:07:51,0:00:00,0%,3310,0,60610,5%,0,130
18:07:51,0:00:00,0%,3200,0,60490,5%,0,130
18:07:51,0:00:00,0%,3220,0,60360,5%,0,130
18:07:51,0:00:00,0%,3220,0,60310,5%,0,130
18:07:51,0:00:00,0%,3200,0,60530,5%,0,130
18:07:52,0:00:00,0%,3220,0,60980,5%,0,131
18:07:52,0:00:00,0%,3230,0,61200,5%,0,131
18:07:52,0:00:00,0%,3220,0,61350,4%,0,131
18:07:52,0:00:00,0%,3220,0,61410,4%,0,131
18:07:52,0:00:00,0%,3210,0,61390,4%,0,131
18:07:52,0:00:00,0%,3220,0,61280,4%,0,131
18:07:52,0:00:00,0%,3220,0,61150,5%,0,131
18:07:52,0:00:00,0%,3200,0,61090,4%,0,131
18:07:52,0:00:00,0%,3220,0,60840,5%,0,131
18:07:52,0:00:00,0%,3210,0,60650,5%,0,131
18:07:52,0:00:00,0%,3210,0,60640,5%,0,131
18:07:52,0:00:00,0%,3210,0,60880,5%,0,131
18:07:52,0:00:00,0%,3220,0,61070,5%,0,131
18:07:52,0:00:00,0%,3220,0,61040,5%,0,131
18:07:52,0:00:00,0%,3200,0,60910,4%,0,131
18:07:53,0:00:00,0%,3220,0,60750,5%,0,132
18:07:53,0:00:00,0%,3220,0,60790,5%,0,132
18:07:53,0:00:00,0%,3200,0,60990,4%,0,132
18:07:53,0:00:00,0%,3210,0,61160,4%,0,132
18:07:53,0:00:00,0%,3230,0,61010,5%,0,132
18:07:53,0:00:00,0%,3220,0,61060,5%,0,132
18:07:53,0:00:00,0%,3200,0,61850,4%,0,132
18:07:53,0:00:00,0%,3220,0,62370,4%,0,132
18:07:53,0:00:00,0%,3270,0,62410,4%,0,132
18:07:53,0:00:00,0%,3200,0,62490,4%,0,132
18:07:53,0:00:00,0%,3240,0,62910,4%,0,132
18:07:53,0:00:00,0%,3220,0,63080,4%,0,132
18:07:53,0:00:00,0%,3220,0,62970,4%,0,132
18:07:53,0:00:00,0%,3220,0,62980,4%,0,132
18:07:53,0:00:00,0%,3210,0,63230,4%,0,132
18:07:53,0:00:00,0%,3220,0,63420,4%,0,132
18:07:54,0:00:00,0%,3220,0,63420,4%,0,133
18:07:54,0:00:00,0%,3210,0,63370,4%,0,133
18:07:54,0:00:00,0%,3230,0,63150,4%,0,133
18:07:54,0:00:00,0%,3220,0,62760,4%,0,133
18:07:54,0:00:00,0%,3220,0,62660,4%,0,133
18:07:54,0:00:00,0%,3220,0,62800,4%,0,133
18:07:54,0:00:00,0%,3210,0,62600,4%,0,133
18:07:54,0:00:00,0%,3220,0,62190,4%,0,133
18:07:54,0:00:00,0%,3220,0,62040,4%,0,133
18:07:54,0:00:00,0%,3220,0,61880,4%,0,133
18:07:54,0:00:00,0%,3230,0,61570,4%,0,133
18:07:54,0:00:00,0%,3200,0,61380,4%,0,133
18:07:54,0:00:00,0%,3220,0,61380,4%,0,133
18:07:54,0:00:00,0%,3220,0,61800,4%,0,133
18:07:54,0:00:00,0%,3220,0,62450,4%,0,133
18:07:55,0:00:00,0%,3220,0,62600,4%,0,134
18:07:55,0:00:00,0%,3210,0,62480,4%,0,134
18:07:55,0:00:00,0%,3200,0,62460,4%,0,134
18:07:55,0:00:00,0%,3200,0,62470,4%,0,134
18:07:55,0:00:00,0%,3200,0,62250,4%,0,134
18:07:55,0:00:00,0%,3210,0,61980,4%,0,134
18:07:55,0:00:00,0%,3220,0,61680,4%,0,134
18:07:55,0:00:00,0%,3200,0,61490,4%,0,134
18:07:55,0:00:00,0%,3220,0,61490,4%,0,134
18:07:55,0:00:00,0%,3280,0,61340,5%,0,134
18:07:55,0:00:00,0%,3200,0,61110,4%,0,134
18:07:55,0:00:00,0%,3230,0,61480,4%,0,134
18:07:55,0:00:00,0%,3220,0,61630,4%,0,134
18:07:55,0:00:00,0%,3200,0,61560,4%,0,134
18:07:55,0:00:00,0%,3200,0,61750,4%,0,134
18:07:56,0:00:00,0%,3200,0,62030,4%,0,135
18:07:56,0:00:00,0%,3210,0,61980,4%,0,135
18:07:56,0:00:00,0%,3170,0,61850,4%,0,135
18:07:56,0:00:00,0%,3220,0,61380,4%,0,135
18:07:56,0:00:00,0%,3200,0,61290,4%,0,135
18:07:56,0:00:00,0%,3200,0,61000,4%,0,135
18:07:56,0:00:00,0%,3200,0,60870,4%,0,135
18:07:56,0:00:00,0%,3200,0,61280,4%,0,135
18:07:56,0:00:00,0%,3200,0,61600,4%,0,135
18:07:56,0:00:00,0%,3190,0,61750,4%,0,135
18:07:56,0:00:00,0%,3200,0,61870,4%,0,135
18:07:56,0:00:00,0%,3200,0,62200,4%,0,135
18:07:56,0:00:00,0%,3210,0,62690,4%,0,135
18:07:56,0:00:00,0%,3210,0,62820,4%,0,135
18:07:56,0:00:00,0%,3200,0,62970,4%,0,135
18:07:56,0:00:00,0%,3190,0,62770,4%,0,135
18:07:57,0:00:00,0%,3220,0,62500,4%,0,136
18:07:57,0:00:00,0%,3200,0,62620,4%,0,136
18:07:57,0:00:00,0%,3200,0,62770,4%,0,136
18:07:57,0:00:00,0%,3200,0,62540,4%,0,136
18:07:57,0:00:00,0%,3210,0,62360,4%,0,136
18:07:57,0:00:00,0%,3220,0,62070,4%,0,136
18:07:57,0:00:00,0%,3200,0,61710,4%,0,136
18:07:57,0:00:00,0%,3220,0,61590,4%,0,136
18:07:57,0:00:00,0%,3230,0,61710,4%,0,136
18:07:57,0:00:00,0%,3230,0,61830,4%,0,136
18:07:57,0:00:00,0%,3240,0,61650,4%,0,136
18:07:57,0:00:00,0%,3220,0,61470,4%,0,136
18:07:57,0:00:00,0%,3220,0,61540,4%,0,136
18:07:57,0:00:00,0%,3200,0,62000,4%,0,136
18:07:57,0:00:00,0%,3210,0,62330,4%,0,136
18:07:58,0:00:00,0%,3200,0,62580,4%,0,137
18:07:58,0:00:00,0%,3220,0,62510,4%,0,137
18:07:58,0:00:00,0%,3190,0,62360,4%,0,137
18:07:58,0:00:00,0%,3200,0,62290,4%,0,137
18:07:58,0:00:00,0%,3190,0,62340,4%,0,137
18:07:58,0:00:00,0%,3200,0,62280,4%,0,137
18:07:58,0:00:00,0%,3210,0,62210,4%,0,137
18:07:58,0:00:00,0%,3200,0,61950,4%,0,137
18:07:58,0:00:00,0%,3220,0,62010,4%,0,137
18:07:58,0:00:00,0%,3200,0,62000,4%,0,137
18:07:58,0:00:00,0%,3220,0,61760,4%,0,137
18:07:58,0:00:00,0%,3220,0,61430,4%,0,137
18:07:58,0:00:00,0%,3200,0,61520,4%,0,137
18:07:58,0:00:00,0%,3210,0,61830,4%,0,137
18:07:58,0:00:00,0%,3200,0,61940,4%,0,137
18:07:59,0:00:00,0%,3220,0,62040,4%,0,138
18:07:59,0:00:00,0%,3200,0,62060,4%,0,138
18:07:59,0:00:00,0%,3200,0,61800,4%,0,138
18:07:59,0:00:00,0%,3200,0,61620,4%,0,138
18:07:59,0:00:00,0%,3220,0,61520,4%,0,138
18:07:59,0:00:00,0%,3220,0,61160,5%,0,138
18:07:59,0:00:00,0%,3200,0,60910,4%,0,138
18:07:59,0:00:00,0%,3200,0,60810,4%,0,138
18:07:59,0:00:00,0%,3220,0,60710,5%,0,138
18:07:59,0:00:00,0%,3200,0,60860,4%,0,138
18:07:59,0:00:00,0%,3240,0,61120,5%,0,138
18:07:59,0:00:00,0%,3220,0,60980,5%,0,138
18:07:59,0:00:00,0%,3200,0,60890,4%,0,138
18:07:59,0:00:00,0%,3220,0,60850,5%,0,138
18:07:59,0:00:00,0%,3220,0,60750,5%,0,138
18:07:59,0:00:00,0%,3230,0,60730,5%,0,138
18:08:00,0:00:00,0%,3210,0,60400,5%,0,139
18:08:00,0:00:00,0%,3200,0,60300,5%,0,139
18:08:00,0:00:00,0%,3240,0,60300,5%,0,139
18:08:00,0:00:00,0%,3200,0,60170,5%,0,139
18:08:00,0:00:00,0%,3200,0,60240,5%,0,139
18:08:00,0:00:00,0%,3200,0,60220,5%,0,139
18:08:00,0:00:00,0%,3200,0,60560,5%,0,139
18:08:00,0:00:00,0%,3220,0,60920,5%,0,139
18:08:00,0:00:00,0%,3220,0,61240,4%,0,139
18:08:00,0:00:00,0%,3200,0,61250,4%,0,139
18:08:00,0:00:00,0%,3200,0,60960,4%,0,139
18:08:00,0:00:00,0%,3200,0,61070,4%,0,139
18:08:00,0:00:00,0%,3200,0,61150,4%,0,139
18:08:00,0:00:00,0%,3190,0,61090,4%,0,139
18:08:00,0:00:00,0%,3220,0,60940,5%,0,139
18:08:01,0:00:00,0%,3200,0,60800,5%,0,140
18:08:01,0:00:00,0%,3200,0,61050,4%,0,140
18:08:01,0:00:00,0%,3200,0,61280,4%,0,140
18:08:01,0:00:00,0%,3200,0,61300,4%,0,140
18:08:01,0:00:00,0%,3190,0,61210,4%,0,140
18:08:01,0:00:00,0%,3200,0,61290,4%,0,140
18:08:01,0:00:00,0%,3200,0,61680,4%,0,140
18:08:01,0:00:00,0%,3200,0,61870,4%,0,140
18:08:01,0:00:00,0%,3200,0,61890,4%,0,140
18:08:01,0:00:00,0%,3220,0,61750,4%,0,140
18:08:01,0:00:00,0%,3220,0,61620,4%,0,140
18:08:01,0:00:00,0%,3170,0,61650,4%,0,140
18:08:01,0:00:00,0%,3200,0,61830,4%,0,140
18:08:01,0:00:00,0%,3200,0,61890,4%,0,140
18:08:01,0:00:00,0%,3200,0,61720,4%,0,140
18:08:01,0:00:00,0%,3200,0,61470,4%,0,140
18:08:02,0:00:00,0%,3200,0,61520,4%,0,141
18:08:02,0:00:00,0%,3170,0,61670,4%,0,141
18:08:02,0:00:00,0%,3200,0,61770,4%,0,141
18:08:02,0:00:00,0%,3270,0,62100,5%,0,141
18:08:02,0:00:00,0%,3200,0,62450,4%,0,141
18:08:02,0:00:00,0%,3200,0,62850,4%,0,141
18:08:02,0:00:00,0%,3200,0,62960,4%,0,141
18:08:02,0:00:00,0%,3320,0,62810,5%,0,141
18:08:02,0:00:00,0%,3200,0,62370,4%,0,141
18:08:02,0:00:00,0%,3220,0,62280,4%,0,141
18:08:02,0:00:00,0%,3210,0,61910,4%,0,141
18:08:02,0:00:00,0%,3220,0,62170,4%,0,141
18:08:02,0:00:00,0%,3210,0,62520,4%,0,141
18:08:02,0:00:00,0%,3220,0,62690,4%,0,141
18:08:02,0:00:00,0%,3200,0,62640,4%,0,141
18:08:03,0:00:00,0%,3220,0,62690,4%,0,142
18:08:03,0:00:00,0%,3230,0,63000,4%,0,142
18:08:03,0:00:00,0%,3220,0,63060,4%,0,142
18:08:03,0:00:00,0%,3200,0,63030,4%,0,142
18:08:03,0:00:00,0%,3210,0,63430,4%,0,142
18:08:03,0:00:00,0%,3170,0,63830,4%,0,142
18:08:03,0:00:00,0%,3200,0,63860,4%,0,142
18:08:03,0:00:00,0%,3200,0,63790,4%,0,142
18:08:03,0:00:00,0%,3210,0,63610,4%,0,142
18:08:03,0:00:00,0%,3200,0,63550,4%,0,142
18:08:03,0:00:00,0%,3200,0,63530,4%,0,142
18:08:03,0:00:00,0%,3200,0,63470,4%,0,142
18:08:03,0:00:00,0%,3190,0,63300,4%,0,142
18:08:03,0:00:00,0%,3210,0,63160,4%,0,142
18:08:03,0:00:00,0%,3200,0,63260,4%,0,142
18:08:04,0:00:00,0%,3170,0,63480,4%,0,143
18:08:04,0:00:00,0%,3220,0,63260,4%,0,143
18:08:04,0:00:00,0%,3200,0,62880,4%,0,143
18:08:04,0:00:00,0%,3200,0,62500,4%,0,143
18:08:04,0:00:00,0%,3210,0,62360,4%,0,143
18:08:04,0:00:00,0%,3220,0,62540,4%,0,143
18:08:04,0:00:00,0%,3220,0,62740,4%,0,143
18:08:04,0:00:00,0%,3200,0,62990,4%,0,143
18:08:04,0:00:00,0%,3220,0,63160,4%,0,143
18:08:04,0:00:00,0%,3220,0,62920,4%,0,143
18:08:04,0:00:00,0%,3220,0,62870,4%,0,143
18:08:04,0:00:00,0%,3220,0,62830,4%,0,143
18:08:04,0:00:00,0%,3220,0,62720,4%,0,143
18:08:04,0:00:00,0%,3220,0,62850,4%,0,143
18:08:04,0:00:00,0%,3220,0,62890,4%,0,143
18:08:05,0:00:00,0%,3200,0,62670,4%,0,144
18:08:05,0:00:00,0%,3220,0,62540,4%,0,144
18:08:05,0:00:00,0%,3210,0,62560,4%,0,144
18:08:05,0:00:00,0%,3230,0,62680,4%,0,144
18:08:05,0:00:00,0%,3230,0,62710,4%,0,144
18:08:05,0:00:00,0%,3200,0,62350,4%,0,144
18:08:05,0:00:00,0%,3190,0,62060,4%,0,144
18:08:05,0:00:00,0%,3200,0,62010,4%,0,144
18:08:05,0:00:00,0%,3170,0,61990,4%,0,144
18:08:05,0:00:00,0%,3170,0,61840,4%,0,144
18:08:05,0:00:00,0%,3200,0,61870,4%,0,144
18:08:05,0:00:00,0%,3170,0,61740,4%,0,144
18:08:05,0:00:00,0%,3170,0,61560,4%,0,144
18:08:05,0:00:00,0%,3200,0,61420,4%,0,144
18:08:05,0:00:00,0%,3210,0,61290,4%,0,144
18:08:05,0:00:00,0%,3200,0,61460,4%,0,144
18:08:06,0:00:00,0%,3200,0,61980,4%,0,145
18:08:06,0:00:00,0%,3200,0,62360,4%,0,145
18:08:06,0:00:00,0%,3170,0,62580,4%,0,145
18:08:06,0:00:00,0%,3210,0,62670,4%,0,145
18:08:06,0:00:00,0%,3270,0,62680,4%,0,145
18:08:06,0:00:00,0%,3200,0,62670,4%,0,145
18:08:06,0:00:00,0%,3220,0,62820,4%,0,145
18:08:06,0:00:00,0%,3200,0,62870,4%,0,145
18:08:06,0:00:00,0%,3220,0,62640,4%,0,145
18:08:06,0:00:00,0%,3200,0,62460,4%,0,145
18:08:06,0:00:00,0%,3210,0,62260,4%,0,145
18:08:06,0:00:00,0%,3200,0,62140,4%,0,145
18:08:06,0:00:00,0%,3200,0,62000,4%,0,145
18:08:06,0:00:00,0%,3200,0,61600,4%,0,145
18:08:06,0:00:00,0%,3170,0,61660,4%,0,145
18:08:07,0:00:00,0%,3200,0,61910,4%,0,146
18:08:07,0:00:00,0%,3200,0,62080,4%,0,146
18:08:07,0:00:00,0%,3170,0,62280,4%,0,146
18:08:07,0:00:00,0%,3200,0,62290,4%,0,146
18:08:07,0:00:00,0%,3230,0,62260,4%,0,146
18:08:07,0:00:00,0%,3220,0,62240,4%,0,146
18:08:07,0:00:00,0%,3200,0,62180,4%,0,146
18:08:07,0:00:00,0%,3200,0,62010,4%,0,146
18:08:07,0:00:00,0%,3190,0,61750,4%,0,146
18:08:07,0:00:00,0%,3160,0,61570,4%,0,146
18:08:07,0:00:00,0%,3200,0,61410,4%,0,146
18:08:07,0:00:00,0%,3200,0,61570,4%,0,146
18:08:07,0:00:00,0%,3200,0,61600,4%,0,146
18:08:07,0:00:00,0%,3200,0,61410,4%,0,146
18:08:07,0:00:00,0%,3230,0,61250,5%,0,146
18:08:08,0:00:00,0%,3200,0,61320,4%,0,147
18:08:08,0:00:00,0%,3170,0,61600,4%,0,147
18:08:08,0:00:00,0%,3200,0,62070,4%,0,147
18:08:08,0:00:00,0%,3200,0,62350,4%,0,147
18:08:08,0:00:00,0%,3200,0,62530,4%,0,147
18:08:08,0:00:00,0%,3200,0,62690,4%,0,147
18:08:08,0:00:00,0%,3200,0,62420,4%,0,147
18:08:08,0:00:00,0%,3220,0,62690,4%,0,147
18:08:08,0:00:00,0%,3200,0,63440,4%,0,147
18:08:08,0:00:00,0%,3200,0,63590,4%,0,147
18:08:08,0:00:00,0%,3200,0,63560,4%,0,147
18:08:08,0:00:00,0%,3200,0,63730,4%,0,147
18:08:08,0:00:00,0%,3220,0,63680,4%,0,147
18:08:08,0:00:00,0%,3200,0,63710,4%,0,147
18:08:08,0:00:00,0%,3200,0,63790,4%,0,147
18:08:09,0:00:00,0%,3220,0,63920,4%,0,148
18:08:09,0:00:00,0%,3230,0,63950,4%,0,148
18:08:09,0:00:00,0%,3220,0,63840,4%,0,148
18:08:09,0:00:00,0%,3300,0,63770,4%,0,148
18:08:09,0:00:00,0%,3200,0,63620,4%,0,148
18:08:09,0:00:00,0%,3210,0,63380,4%,0,148
18:08:09,0:00:00,0%,3220,0,63100,4%,0,148
18:08:09,0:00:00,0%,3200,0,63160,4%,0,148
18:08:09,0:00:00,0%,3220,0,63360,4%,0,148
18:08:09,0:00:00,0%,3210,0,63640,4%,0,148
18:08:09,0:00:00,0%,3210,0,63730,4%,0,148
18:08:09,0:00:00,0%,3240,0,63790,4%,0,148
18:08:09,0:00:00,0%,3200,0,63600,4%,0,148
18:08:09,0:00:00,0%,3200,0,63520,4%,0,148
18:08:09,0:00:00,0%,3220,0,62860,4%,0,148
18:08:10,0:00:00,0%,3200,0,62560,4%,0,149
18:08:10,0:00:00,0%,3210,0,62390,4%,0,149
18:08:10,0:00:00,0%,3170,0,62230,4%,0,149
18:08:10,0:00:00,0%,3200,0,62050,4%,0,149
18:08:10,0:00:00,0%,3200,0,61980,4%,0,149
18:08:10,0:00:00,0%,3260,0,61800,5%,0,149
18:08:10,0:00:00,0%,3220,0,61450,4%,0,149
18:08:10,0:00:00,0%,3200,0,61480,4%,0,149
18:08:10,0:00:00,0%,3210,0,61540,4%,0,149
18:08:10,0:00:00,0%,3200,0,61500,4%,0,149
18:08:10,0:00:00,0%,3230,0,61520,4%,0,149
18:08:10,0:00:00,0%,3150,0,61480,4%,0,149
18:08:10,0:00:00,0%,3200,0,61470,4%,0,149
18:08:10,0:00:00,0%,3200,0,61580,4%,0,149
18:08:10,0:00:00,0%,3300,0,61630,5%,0,149
18:08:10,0:00:00,0%,3200,0,61740,4%,0,149
18:08:11,0:00:00,0%,3190,0,61870,4%,0,150
18:08:11,0:00:00,0%,3200,0,62000,4%,0,150
18:08:11,0:00:00,0%,3200,0,61980,4%,0,150
18:08:11,0:00:00,0%,3200,0,62070,4%,0,150
18:08:11,0:00:00,0%,3200,0,61940,4%,0,150
18:08:11,0:00:00,0%,3200,0,62120,4%,0,150
18:08:11,0:00:00,0%,3200,0,62410,4%,0,150
18:08:11,0:00:00,0%,3200,0,62560,4%,0,150
18:08:11,0:00:00,0%,3200,0,62440,4%,0,150
18:08:11,0:00:00,0%,3200,0,62330,4%,0,150
18:08:11,0:00:00,0%,3220,0,62390,4%,0,150
18:08:11,0:00:00,0%,3200,0,62400,4%,0,150
18:08:11,0:00:00,0%,3200,0,62260,4%,0,150
18:08:11,0:00:00,0%,3210,0,61890,4%,0,150
18:08:11,0:00:00,0%,3200,0,61580,4%,0,150
18:08:12,0:00:00,0%,3170,0,61240,4%,0,151
18:08:12,0:00:00,0%,3200,0,60930,4%,0,151
18:08:12,0:00:00,0%,3200,0,61070,4%,0,151
18:08:12,0:00:00,0%,3230,0,61040,5%,0,151
18:08:12,0:00:00,0%,3200,0,60830,4%,0,151
18:08:12,0:00:00,0%,3200,0,60920,4%,0,151
18:08:12,0:00:00,0%,3210,0,60880,5%,0,151
18:08:12,0:00:00,0%,3170,0,60940,4%,0,151
18:08:12,0:00:00,0%,3200,0,61170,4%,0,151
18:08:12,0:00:00,0%,3200,0,60820,4%,0,151
18:08:12,0:00:00,0%,3220,0,60600,5%,0,151
18:08:12,0:00:00,0%,3200,0,60970,4%,0,151
18:08:12,0:00:00,0%,3260,0,61660,5%,0,151
18:08:12,0:00:00,0%,3200,0,61810,4%,0,151
18:08:12,0:00:00,0%,3170,0,62000,4%,0,151
18:08:13,0:00:00,0%,3240,0,62050,4%,0,152
18:08:13,0:00:00,0%,3200,0,62200,4%,0,152
18:08:13,0:00:00,0%,3200,0,62670,4%,0,152
18:08:13,0:00:00,0%,3200,0,62760,4%,0,152
18:08:13,0:00:00,0%,3210,0,62700,4%,0,152
18:08:13,0:00:00,0%,3210,0,62740,4%,0,152
18:08:13,0:00:00,0%,3220,0,62920,4%,0,152
18:08:13,0:00:00,0%,3200,0,62960,4%,0,152
18:08:13,0:00:00,0%,3220,0,62720,4%,0,152
18:08:13,0:00:00,0%,3220,0,62730,4%,0,152
18:08:13,0:00:00,0%,3170,0,62730,4%,0,152
18:08:13,0:00:00,0%,3220,0,62500,4%,0,152
18:08:13,0:00:00,0%,3200,0,62330,4%,0,152
18:08:13,0:00:00,0%,3220,0,62190,4%,0,152
18:08:13,0:00:00,0%,3240,0,61820,4%,0,152
18:08:13,0:00:00,0%,3200,0,61480,4%,0,152
18:08:14,0:00:00,0%,3210,0,61180,4%,0,153
18:08:14,0:00:00,0%,3210,0,60910,5%,0,153
18:08:14,0:00:00,0%,3210,0,60800,5%,0,153
18:08:14,0:00:00,0%,3200,0,60510,5%,0,153
18:08:14,0:00:00,0%,3200,0,60360,5%,0,153
18:08:14,0:00:00,0%,3200,0,60630,5%,0,153
18:08:14,0:00:00,0%,3200,0,61090,4%,0,153
18:08:14,0:00:00,0%,3200,0,61010,4%,0,153
18:08:14,0:00:00,0%,3170,0,60920,4%,0,153
18:08:14,0:00:00,0%,3200,0,61000,4%,0,153
18:08:14,0:00:00,0%,3190,0,61060,4%,0,153
18:08:14,0:00:00,0%,3200,0,61280,4%,0,153
18:08:14,0:00:00,0%,3190,0,61450,4%,0,153
18:08:14,0:00:00,0%,3200,0,61200,4%,0,153
18:08:14,0:00:00,0%,3210,0,61030,4%,0,153
18:08:15,0:00:00,0%,3170,0,60950,4%,0,154
18:08:15,0:00:00,0%,3270,0,61000,5%,0,154
18:08:15,0:00:00,0%,3200,0,61010,4%,0,154
18:08:15,0:00:00,0%,3200,0,61240,4%,0,154
18:08:15,0:00:00,0%,3200,0,61400,4%,0,154
18:08:15,0:00:00,0%,3200,0,61670,4%,0,154
18:08:15,0:00:00,0%,3200,0,61970,4%,0,154
18:08:15,0:00:00,0%,3210,0,62060,4%,0,154
18:08:15,0:00:00,0%,3200,0,62020,4%,0,154
18:08:15,0:00:00,0%,3200,0,61810,4%,0,154
18:08:15,0:00:00,0%,3210,0,61570,4%,0,154
18:08:15,0:00:00,0%,3200,0,61500,4%,0,154
18:08:15,0:00:00,0%,3200,0,61600,4%,0,154
18:08:15,0:00:00,0%,3200,0,61580,4%,0,154
18:08:15,0:00:00,0%,3200,0,61340,4%,0,154
18:08:15,0:00:00,0%,3190,0,61270,4%,0,154
18:08:16,0:00:00,0%,3170,0,61090,4%,0,155
18:08:16,0:00:00,0%,3190,0,61050,4%,0,155
18:08:16,0:00:00,0%,3200,0,61170,4%,0,155
18:08:16,0:00:00,0%,3200,0,61170,4%,0,155
18:08:16,0:00:00,0%,3190,0,61140,4%,0,155
18:08:16,0:00:00,0%,3190,0,61200,4%,0,155
18:08:16,0:00:00,0%,3200,0,61350,4%,0,155
18:08:16,0:00:00,0%,3200,0,61470,4%,0,155
18:08:16,0:00:00,0%,3200,0,61830,4%,0,155
18:08:16,0:00:00,0%,3210,0,62380,4%,0,155
18:08:16,0:00:00,0%,3220,0,62520,4%,0,155
18:08:16,0:00:00,0%,3230,0,62270,4%,0,155
18:08:16,0:00:00,0%,3200,0,62260,4%,0,155
18:08:16,0:00:00,0%,3200,0,62600,4%,0,155
18:08:16,0:00:00,0%,3170,0,63040,4%,0,155
18:08:17,0:00:00,0%,3200,0,63340,4%,0,156
18:08:17,0:00:00,0%,3200,0,63290,4%,0,156
18:08:17,0:00:00,0%,3220,0,63160,4%,0,156
18:08:17,0:00:00,0%,3200,0,63140,4%,0,156
18:08:17,0:00:00,0%,3200,0,63110,4%,0,156
18:08:17,0:00:00,0%,3260,0,63180,4%,0,156
18:08:17,0:00:00,0%,3200,0,63090,4%,0,156
18:08:17,0:00:00,0%,3200,0,62940,4%,0,156
18:08:17,0:00:00,0%,3200,0,62790,4%,0,156
18:08:17,0:00:00,0%,3220,0,62640,4%,0,156
18:08:17,0:00:00,0%,3200,0,62780,4%,0,156
18:08:17,0:00:00,0%,3200,0,62800,4%,0,156
18:08:17,0:00:00,0%,3200,0,62470,4%,0,156
18:08:17,0:00:00,0%,3220,0,62350,4%,0,156
18:08:17,0:00:00,0%,3220,0,62490,4%,0,156
18:08:18,0:00:00,0%,3200,0,62680,4%,0,157
18:08:18,0:00:00,0%,3220,0,62840,4%,0,157
18:08:18,0:00:00,0%,3220,0,62920,4%,0,157
18:08:18,0:00:00,0%,3200,0,62970,4%,0,157
18:08:18,0:00:00,0%,3220,0,63190,4%,0,157
18:08:18,0:00:00,0%,3220,0,63810,4%,0,157
18:08:18,0:00:00,0%,3220,0,64110,4%,0,157
18:08:18,0:00:00,0%,3200,0,64090,4%,0,157
18:08:18,0:00:00,0%,3210,0,63940,4%,0,157
18:08:18,0:00:00,0%,3210,0,63800,4%,0,157
18:08:18,0:00:00,0%,3230,0,63660,4%,0,157
18:08:18,0:00:00,0%,3220,0,63610,4%,0,157
18:08:18,0:00:00,0%,3200,0,63500,4%,0,157
18:08:18,0:00:00,0%,3200,0,63340,4%,0,157
18:08:18,0:00:00,0%,3200,0,63280,4%,0,157
18:08:19,0:00:00,0%,3190,0,63330,4%,0,158
18:08:19,0:00:00,0%,3200,0,63300,4%,0,158
18:08:19,0:00:00,0%,3170,0,63390,4%,0,158
18:08:19,0:00:00,0%,3230,0,63610,4%,0,158
18:08:19,0:00:00,0%,3220,0,63610,4%,0,158
18:08:19,0:00:00,0%,3200,0,63670,4%,0,158
18:08:19,0:00:00,0%,3220,0,63690,4%,0,158
18:08:19,0:00:00,0%,3200,0,63740,4%,0,158
18:08:19,0:00:00,0%,3190,0,63870,4%,0,158
18:08:19,0:00:00,0%,3200,0,63780,4%,0,158
18:08:19,0:00:00,0%,3200,0,63680,4%,0,158
18:08:19,0:00:00,0%,3200,0,63710,4%,0,158
18:08:19,0:00:00,0%,3190,0,63270,4%,0,158
18:08:19,0:00:00,0%,3200,0,62840,4%,0,158
18:08:19,0:00:00,0%,3200,0,62600,4%,0,158
18:08:20,0:00:00,0%,3200,0,62500,4%,0,159
18:08:20,0:00:00,0%,3210,0,62500,4%,0,159
18:08:20,0:00:00,0%,3200,0,62610,4%,0,159
18:08:20,0:00:00,0%,3220,0,62330,4%,0,159
18:08:20,0:00:00,0%,3200,0,62010,4%,0,159
18:08:20,0:00:00,0%,3190,0,61960,4%,0,159
18:08:20,0:00:00,0%,3210,0,62000,4%,0,159
18:08:20,0:00:00,0%,3190,0,61880,4%,0,159
